date,daily_notional,adv20
2025-11-20,1688.45676472818,1688.45676472818
2025-11-21,4305.83880416172,2997.14778444495
2025-11-24,759.7412058576,2251.3455915825
2025-11-26,928.7363521284,1920.693281718975
