date,daily_notional,adv20
2025-11-21,13509.05367838158,13509.05367838158
2025-11-22,10047.5101147029,11778.281896542241
2025-11-25,928.742141286,8161.768644790161
2025-11-26,928.757634384,6353.5158921886205
