date,daily_notional,adv20
2025-11-21,13509.053678381579,13509.053678381579
2025-11-22,10047.5101147029,11778.28189654224
2025-11-25,928.742141286,8161.768644790159
2025-11-26,928.757634384,6353.51589218862
