dt,pred_bps,S_top,S_bot,ts_iso,open,high,low,close,volume,S_mood,p_down,p_neutral,p_up,s_model,s_model_meta,s_model_bma,model_source,bma_w_base,bma_w_prob,pred_bma_bps,dir,alpha,funding,funding_stale,position,exec_resp
2025-11-21 12:30:00+05:30,742.9005876545377,0.0,0.0,2025-11-21T12:30:00+05:30,85541.4,85734.8,85352.9,85410.6,2541.786,0.0,0.060334593180847,0.8050407548728521,0.1346246519463008,0.0742900587654537,0.0742900587654537,0.0742900587654537,bma,1.0,0.0,742.9005876545377,0,0.0,0.0,True,0.0,
2025-11-21 14:30:00+05:30,671.4874851244317,-1.143782895097432e-05,0.0,2025-11-21T14:30:00+05:30,83609.6,83958.8,82074.3,82188.7,25358.523,-1.143782895097432e-05,0.060334593180847,0.8050407548728521,0.1346246519463008,0.0742900587654537,0.0742900587654537,0.0742900587654537,bma,1.0,0.0,742.9005876545377,0,0.0,0.0,False,0.0,
2025-11-21 15:30:00+05:30,515.2082681020636,1.7357795227748173e-06,0.0,2025-11-21T15:30:00+05:30,82188.7,82881.9,81601.7,82673.1,26465.73,1.7357795227748173e-06,0.1232443632281717,0.70930937813511,0.1674462586367183,0.0442018954085465,0.0442018954085465,0.0442018954085465,bma,1.0,0.0,442.0189540854658,0,0.0,1.25e-05,True,0.0,
2025-11-21 16:30:00+05:30,1055.5825416769303,0.0,0.0,2025-11-21T16:30:00+05:30,82673.1,83332.8,82157.7,82279.1,13011.227,-0.0006352863194057,0.1590468000958549,0.670316843316322,0.1706363565878231,0.0115895564919681,0.0115895564919681,0.0115895564919681,bma,1.0,0.0,115.89556491968187,0,0.0,1.25e-05,True,0.0,
2025-11-21 17:30:00+05:30,-56.295931634385646,0.0,0.0,2025-11-21T17:30:00+05:30,82279.2,83569.2,80600.0,83240.1,46930.281,-0.0020619822027093,0.3871902010770368,0.1317132527818422,0.4810965461411209,0.0939063450640841,0.0939063450640841,0.0939063450640841,bma,1.0,0.0,939.063450640842,0,0.0,0.0,False,0.0,
2025-11-22 11:30:00+05:30,742.9005876545376,1.7508311897759463e-05,0.0,2025-11-22T11:30:00+05:30,84250.0,84764.3,84040.3,84597.5,4292.455,1.7508311897759463e-05,0.060334593180847,0.8050407548728521,0.1346246519463008,0.0742900587654537,0.0742900587654537,0.0742900587654537,bma,1.0,0.0,742.9005876545377,0,0.0,0.0,False,0.0,
2025-11-22 15:30:00+05:30,720.3714014187402,-7.205506801439159e-05,0.0,2025-11-22T15:30:00+05:30,83891.0,84193.0,83450.0,83655.0,1737.19291,-7.205506801439159e-05,0.060334593180847,0.8050407548728521,0.1346246519463008,0.0742900587654537,0.0742900587654537,0.0742900587654537,bma,1.0,0.0,742.9005876545377,0,0.0,0.0,False,0.0,
2025-11-22 16:30:00+05:30,676.1755381851854,-3.662177157210072e-05,0.0,2025-11-22T16:30:00+05:30,83653.0,84308.0,83549.0,84062.0,1522.86099,0.0009079055172178,0.094101057686915,0.7673065895691765,0.1385923527439083,0.0444912950569933,0.0444912950569933,0.0444912950569933,bma,1.0,0.0,444.912950569933,0,0.0,9.527e-06,True,0.0,
2025-11-25 16:30:00+05:30,742.9005876545377,0.0001857298211607,0.0,2025-11-25T16:30:00+05:30,87365.0,87507.0,87271.0,87313.0,699.14823,0.0001857298211607,0.060334593180847,0.8050407548728521,0.1346246519463008,0.0742900587654537,0.0742900587654537,0.0742900587654537,bma,1.0,0.0,742.9005876545377,0,0.0,0.0,False,0.0,
2025-11-26 09:30:00+05:30,742.9005876545377,0.0,0.0,2025-11-26T09:30:00+05:30,87080.0,87280.0,86847.0,87257.0,747.22528,0.0,0.060334593180847,0.8050407548728521,0.1346246519463008,0.0742900587654537,0.0742900587654537,0.0742900587654537,bma,1.0,0.0,742.9005876545377,0,0.0,0.0,True,0.0,
