dt,pred_bps,S_top,S_bot,ts_iso,open,high,low,close,volume,S_mood,p_down,p_neutral,p_up,s_model,s_model_meta,s_model_bma,model_source,bma_w_base,bma_w_prob,pred_bma_bps,dir,alpha,funding,funding_stale,position,exec_resp
2025-11-21 12:45:00+05:30,742.9005876545377,0.0,0.0,2025-11-21T12:45:00+05:30,85486.9,85495.1,85450.1,85486.8,53.811,0.0,0.060334593180847,0.8050407548728521,0.1346246519463008,0.0742900587654537,0.0742900587654537,0.0742900587654537,bma,1.0,0.0,742.9005876545377,1,0.0742900587654537,0.0,True,0.0371450293827268,"{""dry_run"": true, ""side"": ""BUY"", ""qty"": 0.010862, ""price"": 85503.89736, ""mid_price"": 85486.8, ""exch_qty"": 0.0, ""target_qty"": 0.010862796765912073, ""delta_qty"": 0.010862796765912073, ""paper_qty"": 0.010862, ""paper_avg_px"": 85503.89736, ""realized_pnl"": -5.508376708760342, ""unrealized_pnl"": 0.0, ""fee"": 0.46437166656216006, ""impact"": 5.044005042198182}"
2025-11-21 16:10:00+05:30,696.0303460280066,-3.714757499380562e-05,0.0,2025-11-21T16:10:00+05:30,82713.1,82881.9,82456.0,82525.6,1746.233,-3.714757499380562e-05,0.060334593180847,0.8050407548728521,0.1346246519463008,0.0742900587654537,0.0742900587654537,0.0742900587654537,bma,1.0,0.0,742.9005876545377,1,0.0742900587654537,0.0,False,0.0371450293827268,"{""dry_run"": true, ""side"": ""BUY"", ""qty"": 0.011252, ""price"": 82542.10512000001, ""mid_price"": 82525.6, ""exch_qty"": 0.0, ""target_qty"": 0.01125257780092689, ""delta_qty"": 0.01125257780092689, ""paper_qty"": 0.011252, ""paper_avg_px"": 82542.10512000001, ""realized_pnl"": -5.689606835479531, ""unrealized_pnl"": 0.0, ""fee"": 0.46438188340512004, ""impact"": 5.225224952074411}"
2025-11-21 16:15:00+05:30,653.2319848713124,-2.819928167198523e-06,0.0,2025-11-21T16:15:00+05:30,82525.6,82588.0,82409.8,82418.5,649.22,0.0020373095310711,0.04631217838765,0.8439108061749572,0.1097770154373928,0.0634648370497427,0.0634648370497427,0.0634648370497427,bma,1.0,0.0,634.6483704974271,0,0.0,0.0,False,0.0,"{""dry_run"": true, ""side"": ""BUY"", ""qty"": 0.009217, ""price"": 82434.9837, ""mid_price"": 82418.5, ""exch_qty"": 0.0, ""target_qty"": 0.00921706701529014, ""delta_qty"": 0.00921706701529014, ""paper_qty"": 0.009217, ""paper_avg_px"": 82434.9837, ""realized_pnl"": -3.881454875871274, ""unrealized_pnl"": 0.0, ""fee"": 0.37990162238145, ""impact"": 3.501553253489824}"
2025-11-21 16:20:00+05:30,411.68064964528645,-2.679508857278412e-05,0.0,2025-11-21T16:20:00+05:30,82418.4,82725.0,82325.8,82676.4,1021.168,-0.0008701950460994,0.0929827426642713,0.7770700636942675,0.1299471936414611,0.0369644509771898,0.0369644509771898,0.0369644509771898,bma,1.0,0.0,369.644509771898,0,0.0,0.0,False,0.0,
2025-11-21 16:25:00+05:30,698.4168547173889,0.0,0.0,2025-11-21T16:25:00+05:30,82676.3,82776.2,82600.0,82673.1,663.819,4.85303453493247e-06,0.0579132865159787,0.8128647260760575,0.1292219874079637,0.071308700891985,0.071308700891985,0.071308700891985,bma,0.5,0.5,713.0870089198502,0,0.0,0.0,False,0.0,
2025-11-21 16:30:00+05:30,119.5031525837585,0.0001888766386841,0.0,2025-11-21T16:30:00+05:30,82673.1,82935.0,82579.3,82913.0,1254.536,0.0001888766386841,0.1590468000958549,0.670316843316322,0.1706363565878231,0.0115895564919681,0.0115895564919681,0.0115895564919681,bma,0.5,0.5,115.89556491968187,0,0.0,1.25e-05,True,0.0,
2025-11-21 16:35:00+05:30,559.2727044023464,5.879057210188181e-05,0.0,2025-11-21T16:35:00+05:30,82913.0,83332.8,82769.1,83200.6,1990.913,5.879057210188181e-05,0.18769740947665,0.5825983607268347,0.2297042297965153,0.0420068203198653,0.0420068203198653,0.0420068203198653,bma,0.5,0.5,420.0682031986533,0,0.0,1.25e-05,True,0.0,
2025-11-21 16:40:00+05:30,456.9285780688921,0.0001580726691398,0.0,2025-11-21T16:40:00+05:30,83200.6,83295.7,82887.1,83049.3,1686.709,0.0001580726691398,0.157890273005098,0.639865119347029,0.2022446076478729,0.0443543346427749,0.0443543346427749,0.0443543346427749,bma,0.5,0.5,443.5433464277491,0,0.0,1.25e-05,True,0.0,
2025-11-21 16:45:00+05:30,171.51150516458267,0.0001579785630781,0.0,2025-11-21T16:45:00+05:30,83049.3,83154.9,82807.9,82849.7,784.264,0.0001579785630781,0.1511124987790793,0.6867636093161255,0.1621238919047952,0.0110113931257159,0.0110113931257159,0.0110113931257159,bma,0.5,0.5,110.11393125715918,0,0.0,0.0,False,0.0,
2025-11-21 16:50:00+05:30,128.57429574228402,4.999891910922248e-05,0.0,2025-11-21T16:50:00+05:30,82850.0,83198.6,82850.0,83034.1,579.219,0.0016068676711745,0.1590468000958549,0.670316843316322,0.1706363565878231,0.0115895564919681,0.0115895564919681,0.0115895564919681,bma,0.5,0.5,115.89556491968187,0,0.0,0.0,False,0.0,
2025-11-21 16:55:00+05:30,115.89556491968187,-0.0001698261020787,0.0,2025-11-21T16:55:00+05:30,83034.1,83117.0,82888.0,82892.6,368.432,-0.0001698261020787,0.1590468000958549,0.670316843316322,0.1706363565878231,0.0115895564919681,0.0115895564919681,0.0115895564919681,bma,0.5,0.5,115.89556491968187,0,0.0,1.25e-05,True,0.0,
2025-11-21 17:00:00+05:30,1641.8823845388265,0.0001629143847829,0.0,2025-11-21T17:00:00+05:30,82892.6,83073.3,82755.0,82760.1,770.809,0.0010801186023077,0.2943320669473252,0.2896601293767327,0.4160078036759421,0.1216757367286169,0.1216757367286169,0.1216757367286169,bma,0.5,0.5,1216.7573672861693,0,0.0,1.25e-05,True,0.0,
2025-11-21 17:05:00+05:30,178.99305868434283,9.898433483123216e-05,0.0,2025-11-21T17:05:00+05:30,82760.0,82799.4,82569.5,82590.3,1193.875,0.0009216649797041,0.2310968557747051,0.5268549537120492,0.2420481905132456,0.0109513347385405,0.0109513347385405,0.0109513347385405,bma,0.5,0.5,109.51334738540514,0,0.0,1.25e-05,True,0.0,
2025-11-21 17:10:00+05:30,273.25192670254825,3.105703584102394e-05,0.0,2025-11-21T17:10:00+05:30,82590.2,82665.0,82333.3,82485.5,1614.279,3.105703584102394e-05,0.2528244532017924,0.4858639522964798,0.2613115945017277,0.0084871412999353,0.0084871412999353,0.0084871412999353,bma,0.5,0.5,84.8714129993533,0,0.0,1.25e-05,True,0.0,
2025-11-21 17:15:00+05:30,565.6447677238192,-9.17808112621977e-05,0.0,2025-11-21T17:15:00+05:30,82485.5,82493.2,82200.0,82260.7,1098.054,-9.17808112621977e-05,0.1696283782951072,0.5955578022811284,0.2348138194237642,0.0651854411286569,0.0651854411286569,0.0651854411286569,bma,0.5,0.5,651.8544112865695,0,0.0,0.0,False,0.0,"{""dry_run"": true, ""side"": ""BUY"", ""qty"": 0.009234, ""price"": 82277.15213999999, ""mid_price"": 82260.7, ""exch_qty"": 0.0, ""target_qty"": 0.009234748036421893, ""delta_qty"": 0.009234748036421893, ""paper_qty"": 0.009234, ""paper_avg_px"": 82277.15213999999, ""realized_pnl"": -3.8876265393785077, ""unrealized_pnl"": 0.0, ""fee"": 0.37987361143037995, ""impact"": 3.5077529279481277}"
2025-11-21 17:20:00+05:30,490.12010666666646,0.0,0.0,2025-11-21T17:20:00+05:30,82261.2,82363.9,82157.7,82233.1,914.705,-0.0053934204433099,0.0,1.0,0.0,0.0,0.0,0.0,bma,1.0,0.0,0.0,0,0.0,1.25e-05,True,0.0,
