ts_iso,ts,side,qty,mid_price,fill_price,notional_usd,intended_notional,target_pos,paper_qty,paper_avg_px,realized_pnl,unrealized_pnl,fee,impact,equity,raw,dt,decision_ts,decision_dt,pred_bps_at_decision,S_top_at_decision,S_bot_at_decision,latency_ms
2025-11-21T12:45:00+05:30,1763709300000,BUY,0.010862,85486.8,85503.89736,928.74333312432,928.6257345681722,0.0371450293827268,0.010862,85503.89736,-5.508376708760342,0.0,0.46437166656216,5.044005042198182,9994.30591176692,"{""dry_run"": true, ""side"": ""BUY"", ""qty"": 0.010862, ""price"": 85503.89736, ""mid_price"": 85486.8, ""exch_qty"": 0.0, ""target_qty"": 0.010862796765912073, ""delta_qty"": 0.010862796765912073, ""paper_qty"": 0.010862, ""paper_avg_px"": 85503.89736, ""realized_pnl"": -5.508376708760342, ""unrealized_pnl"": 0.0, ""fee"": 0.46437166656216006, ""impact"": 5.044005042198182}",2025-11-21 12:45:00+05:30,1763709300000,2025-11-21 12:45:00+05:30,742.9005876545377,0.0,0.0,0
2025-11-21T16:10:00+05:30,1763721600000,BUY,0.011252,82525.6,82542.10512000001,928.76376681024,928.6257345681722,0.0371450293827268,0.011252,82542.10512000001,-5.689606835479531,0.0,0.46438188340512,5.225224952074411,9994.12467755428,"{""dry_run"": true, ""side"": ""BUY"", ""qty"": 0.011252, ""price"": 82542.10512000001, ""mid_price"": 82525.6, ""exch_qty"": 0.0, ""target_qty"": 0.01125257780092689, ""delta_qty"": 0.01125257780092689, ""paper_qty"": 0.011252, ""paper_avg_px"": 82542.10512000001, ""realized_pnl"": -5.689606835479531, ""unrealized_pnl"": 0.0, ""fee"": 0.46438188340512004, ""impact"": 5.225224952074411}",2025-11-21 16:10:00+05:30,1763721600000,2025-11-21 16:10:00+05:30,696.0303460280066,-3.714757499380562e-05,0.0,0
2025-11-21T16:15:00+05:30,1763721900000,BUY,0.009217,82418.5,82434.9837,759.8032447628999,759.6568377996904,0.0303862735119876,0.009217,82434.9837,-3.881454875871274,0.0,0.37990162238145,3.501553253489824,9995.966614861229,"{""dry_run"": true, ""side"": ""BUY"", ""qty"": 0.009217, ""price"": 82434.9837, ""mid_price"": 82418.5, ""exch_qty"": 0.0, ""target_qty"": 0.00921706701529014, ""delta_qty"": 0.00921706701529014, ""paper_qty"": 0.009217, ""paper_avg_px"": 82434.9837, ""realized_pnl"": -3.881454875871274, ""unrealized_pnl"": 0.0, ""fee"": 0.37990162238145, ""impact"": 3.501553253489824}",2025-11-21 16:15:00+05:30,1763721900000,2025-11-21 16:15:00+05:30,653.2319848713124,-2.819928167198523e-06,0.0,0
2025-11-21T16:15:00+05:30,1763721900000,BUY,0.009217,82418.5,82434.9837,759.8032447628999,759.6568377996904,0.0303862735119876,0.009217,82434.9837,-3.881454875871274,0.0,0.37990162238145,3.501553253489824,9995.966614861229,"{""dry_run"": true, ""side"": ""BUY"", ""qty"": 0.009217, ""price"": 82434.9837, ""mid_price"": 82418.5, ""exch_qty"": 0.0, ""target_qty"": 0.00921706701529014, ""delta_qty"": 0.00921706701529014, ""paper_qty"": 0.009217, ""paper_avg_px"": 82434.9837, ""realized_pnl"": -3.881454875871274, ""unrealized_pnl"": 0.0, ""fee"": 0.37990162238145, ""impact"": 3.501553253489824}",2025-11-21 16:15:00+05:30,1763721900000,2025-11-21 16:15:00+05:30,653.2319848713124,-2.819928167198523e-06,0.0,0
2025-11-21T16:15:00+05:30,1763721900000,BUY,0.009217,82418.5,82434.9837,759.8032447628999,759.6568377996904,0.0303862735119876,0.009217,82434.9837,-3.881454875871274,0.0,0.37990162238145,3.501553253489824,9995.966614861229,"{""dry_run"": true, ""side"": ""BUY"", ""qty"": 0.009217, ""price"": 82434.9837, ""mid_price"": 82418.5, ""exch_qty"": 0.0, ""target_qty"": 0.00921706701529014, ""delta_qty"": 0.00921706701529014, ""paper_qty"": 0.009217, ""paper_avg_px"": 82434.9837, ""realized_pnl"": -3.881454875871274, ""unrealized_pnl"": 0.0, ""fee"": 0.37990162238145, ""impact"": 3.501553253489824}",2025-11-21 16:15:00+05:30,1763721900000,2025-11-21 16:15:00+05:30,653.2319848713124,-2.819928167198523e-06,0.0,0
2025-11-21T16:15:00+05:30,1763721900000,BUY,0.009217,82418.5,82434.9837,759.8032447628999,759.6568377996904,0.0303862735119876,0.009217,82434.9837,-3.881454875871274,0.0,0.37990162238145,3.501553253489824,9995.966614861229,"{""dry_run"": true, ""side"": ""BUY"", ""qty"": 0.009217, ""price"": 82434.9837, ""mid_price"": 82418.5, ""exch_qty"": 0.0, ""target_qty"": 0.00921706701529014, ""delta_qty"": 0.00921706701529014, ""paper_qty"": 0.009217, ""paper_avg_px"": 82434.9837, ""realized_pnl"": -3.881454875871274, ""unrealized_pnl"": 0.0, ""fee"": 0.37990162238145, ""impact"": 3.501553253489824}",2025-11-21 16:15:00+05:30,1763721900000,2025-11-21 16:15:00+05:30,653.2319848713124,-2.819928167198523e-06,0.0,0
2025-11-21T16:15:00+05:30,1763721900000,BUY,0.009217,82418.5,82434.9837,759.8032447628999,759.6568377996904,0.0303862735119876,0.009217,82434.9837,-3.881454875871274,0.0,0.37990162238145,3.501553253489824,9995.966614861229,"{""dry_run"": true, ""side"": ""BUY"", ""qty"": 0.009217, ""price"": 82434.9837, ""mid_price"": 82418.5, ""exch_qty"": 0.0, ""target_qty"": 0.00921706701529014, ""delta_qty"": 0.00921706701529014, ""paper_qty"": 0.009217, ""paper_avg_px"": 82434.9837, ""realized_pnl"": -3.881454875871274, ""unrealized_pnl"": 0.0, ""fee"": 0.37990162238145, ""impact"": 3.501553253489824}",2025-11-21 16:15:00+05:30,1763721900000,2025-11-21 16:15:00+05:30,653.2319848713124,-2.819928167198523e-06,0.0,0
2025-11-21T16:10:00+05:30,1763721600000,BUY,0.0098319999999999,82525.6,82542.10512000001,811.5539775398399,811.4501305018445,0.0324580052200737,0.0098319999999999,82542.10512000001,-4.395376342355773,0.0,0.4057769887699199,3.9895993535858527,9995.442345317804,"{""dry_run"": true, ""side"": ""BUY"", ""qty"": 0.009831999999999999, ""price"": 82542.10512000001, ""mid_price"": 82525.6, ""exch_qty"": 0.0, ""target_qty"": 0.009832708038497683, ""delta_qty"": 0.009832708038497683, ""paper_qty"": 0.009831999999999999, ""paper_avg_px"": 82542.10512000001, ""realized_pnl"": -4.395376342355773, ""unrealized_pnl"": 0.0, ""fee"": 0.40577698876991997, ""impact"": 3.9895993535858527}",2025-11-21 16:10:00+05:30,1763721600000,2025-11-21 16:10:00+05:30,696.0303460280066,-3.714757499380562e-05,0.0,0
2025-11-21T16:15:00+05:30,1763721900000,BUY,0.011267,82418.5,82434.9837,928.7949613479,928.6257345681722,0.0371450293827268,0.011267,82434.9837,-5.696763895427344,0.0,0.4643974806739499,5.232366414753394,9994.117514256674,"{""dry_run"": true, ""side"": ""BUY"", ""qty"": 0.011267, ""price"": 82434.9837, ""mid_price"": 82418.5, ""exch_qty"": 0.0, ""target_qty"": 0.011267200137932287, ""delta_qty"": 0.011267200137932287, ""paper_qty"": 0.011267, ""paper_avg_px"": 82434.9837, ""realized_pnl"": -5.696763895427344, ""unrealized_pnl"": 0.0, ""fee"": 0.4643974806739499, ""impact"": 5.232366414753394}",2025-11-21 16:15:00+05:30,1763721900000,2025-11-21 16:15:00+05:30,653.2319848713124,-2.819928167198523e-06,0.0,0
2025-11-21T16:15:00+05:30,1763721900000,BUY,0.011267,82418.5,82434.9837,928.7949613479,928.6257345681722,0.0371450293827268,0.011267,82434.9837,-5.696763895427344,0.0,0.4643974806739499,5.232366414753394,9994.117514256674,"{""dry_run"": true, ""side"": ""BUY"", ""qty"": 0.011267, ""price"": 82434.9837, ""mid_price"": 82418.5, ""exch_qty"": 0.0, ""target_qty"": 0.011267200137932287, ""delta_qty"": 0.011267200137932287, ""paper_qty"": 0.011267, ""paper_avg_px"": 82434.9837, ""realized_pnl"": -5.696763895427344, ""unrealized_pnl"": 0.0, ""fee"": 0.4643974806739499, ""impact"": 5.232366414753394}",2025-11-21 16:15:00+05:30,1763721900000,2025-11-21 16:15:00+05:30,653.2319848713124,-2.819928167198523e-06,0.0,0
