ts_iso,ts,recent_bars,mean_p_down,mean_p_up,mean_s_model,exec_count_recent,funding_stale,equity,ws_queue_drops,ws_reconnects,ws_staleness_ms,Sharpe_roll_1d,Sharpe_roll_1w,Sortino_1w,max_dd_to_date,time_in_mkt,hit_rate_w,turnover_bps_day,capacity_participation,ic_drift,calibration_drift,leakage_flag,same_bar_roundtrip_flag,in_band_share
2025-11-21T12:45:00+05:30,1763709300000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,1,9994.30591176692,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-21T16:10:00+05:30,1763721600000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.12467755428,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-21T16:15:00+05:30,1763721900000,1,0.0721581580236008,0.13293070504757604,0.060772547023975235,1,0,9995.966614861229,0,0,,,,,0.0,,,,1.2154509404795046e-05,,0.0,0,0,0.0
2025-11-21T16:15:00+05:30,1763721900000,1,0.0721581580236008,0.13293070504757604,0.060772547023975235,1,0,9995.966614861229,0,0,,,,,0.0,,,,1.2154509404795046e-05,,0.0,0,0,0.0
2025-11-21T16:15:00+05:30,1763721900000,1,0.0721581580236008,0.13293070504757604,0.060772547023975235,1,0,9995.966614861229,0,0,,,,,0.0,,,,1.2154509404795046e-05,,0.0,0,0,0.0
2025-11-21T16:15:00+05:30,1763721900000,1,0.0721581580236008,0.13293070504757604,0.060772547023975235,1,0,9995.966614861229,0,0,,,,,0.0,,,,1.2154509404795046e-05,,0.0,0,0,0.0
2025-11-21T16:15:00+05:30,1763721900000,1,0.0721581580236008,0.13293070504757604,0.060772547023975235,1,0,9995.966614861229,0,0,,,,,0.0,,,,1.2154509404795046e-05,,0.0,0,0,0.0
2025-11-21T16:10:00+05:30,1763721600000,1,0.06853393269932284,0.1334499431394704,0.06491601044014755,1,0,9995.442345317804,0,0,,,,,0.0,,,,1.2983202088029512e-05,,0.0,0,0,0.0
2025-11-21T16:15:00+05:30,1763721900000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.117514256674,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-21T16:15:00+05:30,1763721900000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.117514256674,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-21T16:15:00+05:30,1763721900000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.117514256674,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-21T16:15:00+05:30,1763721900000,1,0.0685544113472506,0.13344700918997135,0.06489259784272075,1,0,9995.440442990675,0,0,,,,,0.0,,,,1.297851956854415e-05,,0.0,0,0,0.0
2025-11-21T17:15:00+05:30,1763725500000,1,0.0721581580236008,0.13293070504757604,0.060772547023975235,1,0,9995.960454399861,0,0,,,,,0.0,,,,1.2154509404795046e-05,,0.0,0,0,0.0
2025-11-21T17:25:00+05:30,1763726100000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.108737124627,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-21T17:25:00+05:30,1763726100000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.108737124627,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-21T17:25:00+05:30,1763726100000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.108737124627,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-21T17:25:00+05:30,1763726100000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.108737124627,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-21T17:25:00+05:30,1763726100000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.108737124627,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-21T17:25:00+05:30,1763726100000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.108737124627,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-21T17:25:00+05:30,1763726100000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.108737124627,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-22T12:35:00+05:30,1763795100000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.246120773696,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-22T12:40:00+05:30,1763795400000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.242993713911,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-22T12:40:00+05:30,1763795400000,1,0.0721581580236008,0.13293070504757604,0.060772547023975235,1,0,9996.050691538949,0,0,,,,,0.0,,,,1.2154509404795046e-05,,0.0,0,0,0.0
2025-11-22T12:45:00+05:30,1763795700000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.242286298802,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-22T12:45:00+05:30,1763795700000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.242286298802,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-22T12:55:00+05:30,1763796300000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.244165113587,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-22T16:25:00+05:30,1763808900000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.195310804695,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-22T16:30:00+05:30,1763809200000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.193374476803,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-22T16:30:00+05:30,1763809200000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.193374476803,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-22T16:50:00+05:30,1763810400000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.214015531255,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-22T17:00:00+05:30,1763811000000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.224025813468,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-22T17:15:00+05:30,1763811900000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.225341468742,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
2025-11-22T17:35:00+05:30,1763813100000,1,0.060334593180847024,0.1346246519463008,0.07429005876545378,1,0,9994.199343566162,0,0,,,,,0.0,,,,1.4858011753090755e-05,,0.0,0,0,0.0
