ts_iso,ts,public_count,S_mood
2025-12-18T17:30:00+05:30,1766059200000,0,6.402427696385111e-07
2025-12-18T17:30:00+05:30,1766059200000,0,0.00012309843070923461
2025-12-18T17:30:00+05:30,1766059200000,0,0.0
2025-12-19T05:30:00+05:30,1766102400000,0,0.0
2025-12-19T17:30:00+05:30,1766145600000,0,0.0
2025-12-20T05:30:00+05:30,1766188800000,0,0.0
