ts_iso,ts,window_ms,addresses,results_count
2025-11-21T17:15:00+05:30,1763725500000,600000,174,0
2025-11-21T17:15:00+05:30,1763725500000,600000,174,0
2025-11-21T17:15:00+05:30,1763725500000,600000,174,14
2025-11-20T17:30:00+05:30,1763640000000,86400000,174,0
2025-11-21T15:30:00+05:30,1763719200000,7200000,174,0
2025-11-20T05:30:00+05:30,1763596800000,172800000,174,0
2025-11-21T17:15:00+05:30,1763725500000,600000,174,0
2025-11-21T17:20:00+05:30,1763725800000,600000,174,136
2025-11-21T17:20:00+05:30,1763725800000,600000,174,144
2025-11-21T17:20:00+05:30,1763725800000,600000,174,569
2025-11-21T17:20:00+05:30,1763725800000,600000,174,110
2025-11-21T17:20:00+05:30,1763725800000,600000,174,14
2025-11-21T17:20:00+05:30,1763725800000,600000,174,0
2025-11-21T17:20:00+05:30,1763725800000,600000,174,0
2025-11-21T17:20:00+05:30,1763725800000,600000,174,0
2025-11-21T17:20:00+05:30,1763725800000,600000,174,0
2025-11-21T17:20:00+05:30,1763725800000,600000,174,0
2025-11-21T17:20:00+05:30,1763725800000,600000,174,0
2025-11-21T17:20:00+05:30,1763725800000,600000,174,0
2025-11-21T17:25:00+05:30,1763726100000,600000,174,22
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,240
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,2229
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,543
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,0
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,0
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,0
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,0
2025-11-21T17:25:00+05:30,1763726100000,600000,174,0
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,0
2025-11-21T17:25:00+05:30,1763726100000,600000,174,0
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,889
2025-11-21T17:25:00+05:30,1763726100000,600000,174,0
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,0
2025-11-21T17:25:00+05:30,1763726100000,600000,174,0
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,0
2025-11-21T17:25:00+05:30,1763726100000,600000,174,0
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,0
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,0
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,0
2025-11-21T17:25:00+05:30,1763726100000,600000,174,0
2025-11-21T17:25:00+05:30,1763726100000,600000,174,0
2025-11-21T17:25:00+05:30,1763726100000,600000,174,0
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,0
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,0
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,0
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,0
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,0
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,0
2025-11-21T17:25:00+05:30,1763726100000,600000,174,29
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,0
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,0
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,0
2025-11-21T17:25:00+05:30,1763726100000,600000,174,0
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,71
2025-11-21T17:25:00+05:30,1763726100000,600000,174,0
2025-11-21T17:25:00+05:30,1763726100000,600000,174,8
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,562
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,798
2025-11-20T05:30:00+05:30,1763596800000,172800000,174,3067
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,0
2025-11-20T05:30:00+05:30,1763596800000,172800000,174,0
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,0
2025-11-21T17:25:00+05:30,1763726100000,600000,174,0
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,0
2025-11-21T17:25:00+05:30,1763726100000,600000,174,0
2025-11-20T05:30:00+05:30,1763596800000,172800000,174,0
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,0
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,0
2025-11-20T05:30:00+05:30,1763596800000,172800000,174,0
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,0
2025-11-21T17:25:00+05:30,1763726100000,600000,174,0
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,0
2025-11-20T05:30:00+05:30,1763596800000,172800000,174,0
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,0
2025-11-21T17:25:00+05:30,1763726100000,600000,174,0
2025-11-21T17:25:00+05:30,1763726100000,600000,174,136
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,349
2025-11-21T17:25:00+05:30,1763726100000,600000,174,0
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,0
2025-11-21T16:30:00+05:30,1763722800000,7200000,174,0
2025-11-20T05:30:00+05:30,1763596800000,172800000,174,0
2025-11-20T05:30:00+05:30,1763596800000,172800000,174,3252
2025-11-21T05:30:00+05:30,1763683200000,86400000,174,570
2025-11-21T17:30:00+05:30,1763726400000,600000,174,37
2025-11-21T17:30:00+05:30,1763726400000,600000,174,162
2025-11-21T17:30:00+05:30,1763726400000,600000,174,79
2025-11-21T17:30:00+05:30,1763726400000,600000,174,10
2025-11-21T17:30:00+05:30,1763726400000,600000,174,0
2025-11-21T17:30:00+05:30,1763726400000,600000,174,0
2025-11-21T17:30:00+05:30,1763726400000,600000,174,0
2025-11-21T17:30:00+05:30,1763726400000,600000,174,0
2025-11-21T17:30:00+05:30,1763726400000,600000,174,0
2025-11-21T17:30:00+05:30,1763726400000,600000,174,0
2025-11-21T17:30:00+05:30,1763726400000,600000,174,0
2025-11-21T17:30:00+05:30,1763726400000,600000,174,0
2025-11-21T17:30:00+05:30,1763726400000,600000,174,0
2025-11-21T17:30:00+05:30,1763726400000,600000,174,103
2025-11-21T17:30:00+05:30,1763726400000,600000,174,0
2025-11-21T17:30:00+05:30,1763726400000,600000,174,0
2025-11-21T17:30:00+05:30,1763726400000,600000,174,0
2025-11-21T17:30:00+05:30,1763726400000,600000,174,0
2025-11-21T17:30:00+05:30,1763726400000,600000,174,0
2025-11-21T17:35:00+05:30,1763726700000,600000,174,34
2025-11-21T17:35:00+05:30,1763726700000,600000,174,177
2025-11-21T17:35:00+05:30,1763726700000,600000,174,198
2025-11-21T17:35:00+05:30,1763726700000,600000,174,176
2025-11-21T17:35:00+05:30,1763726700000,600000,174,0
2025-11-21T17:35:00+05:30,1763726700000,600000,174,0
2025-11-21T17:35:00+05:30,1763726700000,600000,174,0
2025-11-21T17:35:00+05:30,1763726700000,600000,174,34
2025-11-21T17:35:00+05:30,1763726700000,600000,174,0
2025-11-21T17:35:00+05:30,1763726700000,600000,174,32
2025-11-21T17:35:00+05:30,1763726700000,600000,174,0
2025-11-21T17:35:00+05:30,1763726700000,600000,174,0
2025-11-21T17:35:00+05:30,1763726700000,600000,174,0
2025-11-21T17:35:00+05:30,1763726700000,600000,174,0
2025-11-21T17:35:00+05:30,1763726700000,600000,174,0
2025-11-21T17:35:00+05:30,1763726700000,600000,174,0
2025-11-21T17:35:00+05:30,1763726700000,600000,174,0
2025-11-21T17:35:00+05:30,1763726700000,600000,174,163
2025-11-21T17:40:00+05:30,1763727000000,600000,174,14
2025-11-21T17:40:00+05:30,1763727000000,600000,174,197
2025-11-21T17:40:00+05:30,1763727000000,600000,174,10
2025-11-21T17:40:00+05:30,1763727000000,600000,174,157
2025-11-21T17:40:00+05:30,1763727000000,600000,174,189
2025-11-21T17:40:00+05:30,1763727000000,600000,174,15
2025-11-21T17:40:00+05:30,1763727000000,600000,174,7
2025-11-21T17:40:00+05:30,1763727000000,600000,174,1
2025-11-21T17:40:00+05:30,1763727000000,600000,174,61
2025-11-21T17:40:00+05:30,1763727000000,600000,174,0
2025-11-21T17:40:00+05:30,1763727000000,600000,174,0
2025-11-21T17:40:00+05:30,1763727000000,600000,174,0
2025-11-21T17:40:00+05:30,1763727000000,600000,174,0
2025-11-21T17:40:00+05:30,1763727000000,600000,174,0
2025-11-21T17:40:00+05:30,1763727000000,600000,174,0
2025-11-21T17:40:00+05:30,1763727000000,600000,174,0
2025-11-21T17:40:00+05:30,1763727000000,600000,174,0
2025-11-21T17:40:00+05:30,1763727000000,600000,174,0
2025-11-21T17:40:00+05:30,1763727000000,600000,174,0
2025-11-21T17:45:00+05:30,1763727300000,600000,174,6
2025-11-21T17:45:00+05:30,1763727300000,600000,174,66
2025-11-21T17:45:00+05:30,1763727300000,600000,174,212
2025-11-21T17:45:00+05:30,1763727300000,600000,174,3
2025-11-21T17:45:00+05:30,1763727300000,600000,174,20
2025-11-21T17:45:00+05:30,1763727300000,600000,174,209
2025-11-21T17:45:00+05:30,1763727300000,600000,174,0
2025-11-21T17:45:00+05:30,1763727300000,600000,174,3
2025-11-21T17:45:00+05:30,1763727300000,600000,174,0
2025-11-21T17:45:00+05:30,1763727300000,600000,174,0
2025-11-21T17:45:00+05:30,1763727300000,600000,174,0
2025-11-21T17:45:00+05:30,1763727300000,600000,174,0
2025-11-21T17:45:00+05:30,1763727300000,600000,174,0
2025-11-21T17:45:00+05:30,1763727300000,600000,174,0
2025-11-21T17:45:00+05:30,1763727300000,600000,174,0
2025-11-21T17:45:00+05:30,1763727300000,600000,174,0
2025-11-21T17:45:00+05:30,1763727300000,600000,174,0
2025-11-21T17:45:00+05:30,1763727300000,600000,174,0
2025-11-21T17:45:00+05:30,1763727300000,600000,174,0
2025-11-21T17:50:00+05:30,1763727600000,600000,174,0
2025-11-21T17:50:00+05:30,1763727600000,600000,174,0
2025-11-21T17:50:00+05:30,1763727600000,600000,174,109
2025-11-21T17:50:00+05:30,1763727600000,600000,174,0
2025-11-21T17:50:00+05:30,1763727600000,600000,174,0
2025-11-21T17:50:00+05:30,1763727600000,600000,174,0
2025-11-21T17:50:00+05:30,1763727600000,600000,174,2
2025-11-21T17:50:00+05:30,1763727600000,600000,174,9
2025-11-21T17:50:00+05:30,1763727600000,600000,174,2
2025-11-21T17:50:00+05:30,1763727600000,600000,174,13
2025-11-21T17:50:00+05:30,1763727600000,600000,174,0
2025-11-21T17:50:00+05:30,1763727600000,600000,174,0
2025-11-21T17:50:00+05:30,1763727600000,600000,174,0
2025-11-21T17:50:00+05:30,1763727600000,600000,174,0
2025-11-21T17:50:00+05:30,1763727600000,600000,174,0
2025-11-21T17:50:00+05:30,1763727600000,600000,174,0
2025-11-21T17:50:00+05:30,1763727600000,600000,174,0
2025-11-21T17:50:00+05:30,1763727600000,600000,174,0
2025-11-21T17:50:00+05:30,1763727600000,600000,174,0
2025-11-21T17:55:00+05:30,1763727900000,600000,174,56
2025-11-21T17:55:00+05:30,1763727900000,600000,174,179
2025-11-21T17:55:00+05:30,1763727900000,600000,174,115
2025-11-21T17:55:00+05:30,1763727900000,600000,174,71
2025-11-21T17:55:00+05:30,1763727900000,600000,174,13
2025-11-21T17:55:00+05:30,1763727900000,600000,174,70
2025-11-21T17:55:00+05:30,1763727900000,600000,174,66
2025-11-21T17:55:00+05:30,1763727900000,600000,174,33
2025-11-21T17:55:00+05:30,1763727900000,600000,174,33
2025-11-21T17:55:00+05:30,1763727900000,600000,174,0
2025-11-21T17:55:00+05:30,1763727900000,600000,174,90
2025-11-21T17:55:00+05:30,1763727900000,600000,174,0
2025-11-21T17:55:00+05:30,1763727900000,600000,174,0
2025-11-21T17:55:00+05:30,1763727900000,600000,174,0
2025-11-21T17:55:00+05:30,1763727900000,600000,174,0
2025-11-21T17:55:00+05:30,1763727900000,600000,174,0
2025-11-21T17:55:00+05:30,1763727900000,600000,174,0
2025-11-21T17:55:00+05:30,1763727900000,600000,174,0
2025-11-21T17:55:00+05:30,1763727900000,600000,174,0
2025-11-21T18:00:00+05:30,1763728200000,600000,174,67
2025-11-21T18:00:00+05:30,1763728200000,600000,174,67
2025-11-21T18:00:00+05:30,1763728200000,600000,174,0
2025-11-21T18:00:00+05:30,1763728200000,600000,174,33
2025-11-21T18:00:00+05:30,1763728200000,600000,174,58
2025-11-21T18:00:00+05:30,1763728200000,600000,174,33
2025-11-21T18:00:00+05:30,1763728200000,600000,174,31
2025-11-21T18:00:00+05:30,1763728200000,600000,174,66
2025-11-21T18:00:00+05:30,1763728200000,600000,174,9
2025-11-21T18:00:00+05:30,1763728200000,600000,174,0
2025-11-21T18:00:00+05:30,1763728200000,600000,174,0
2025-11-21T18:00:00+05:30,1763728200000,600000,174,169
2025-11-21T18:00:00+05:30,1763728200000,600000,174,0
2025-11-21T18:00:00+05:30,1763728200000,600000,174,0
2025-11-21T18:00:00+05:30,1763728200000,600000,174,0
2025-11-21T18:00:00+05:30,1763728200000,600000,174,71
2025-11-21T18:00:00+05:30,1763728200000,600000,174,0
2025-11-21T18:00:00+05:30,1763728200000,600000,174,0
2025-11-21T18:00:00+05:30,1763728200000,600000,174,0
2025-11-21T18:05:00+05:30,1763728500000,600000,174,15
2025-11-21T18:05:00+05:30,1763728500000,600000,174,87
2025-11-21T18:05:00+05:30,1763728500000,600000,174,0
2025-11-21T18:05:00+05:30,1763728500000,600000,174,125
2025-11-21T18:05:00+05:30,1763728500000,600000,174,40
2025-11-21T18:05:00+05:30,1763728500000,600000,174,73
2025-11-21T18:05:00+05:30,1763728500000,600000,174,0
2025-11-21T18:05:00+05:30,1763728500000,600000,174,0
2025-11-21T18:05:00+05:30,1763728500000,600000,174,0
2025-11-21T18:05:00+05:30,1763728500000,600000,174,103
2025-11-21T18:05:00+05:30,1763728500000,600000,174,30
2025-11-21T18:05:00+05:30,1763728500000,600000,174,28
2025-11-21T18:05:00+05:30,1763728500000,600000,174,2
2025-11-21T18:05:00+05:30,1763728500000,600000,174,45
2025-11-21T18:05:00+05:30,1763728500000,600000,174,0
2025-11-21T18:05:00+05:30,1763728500000,600000,174,0
2025-11-21T18:05:00+05:30,1763728500000,600000,174,0
2025-11-21T18:05:00+05:30,1763728500000,600000,174,0
2025-11-21T18:05:00+05:30,1763728500000,600000,174,0
2025-11-21T18:10:00+05:30,1763728800000,600000,174,91
2025-11-21T18:10:00+05:30,1763728800000,600000,174,106
2025-11-21T18:10:00+05:30,1763728800000,600000,174,84
2025-11-21T18:10:00+05:30,1763728800000,600000,174,848
2025-11-21T18:10:00+05:30,1763728800000,600000,174,12
2025-11-21T18:10:00+05:30,1763728800000,600000,174,0
2025-11-21T18:10:00+05:30,1763728800000,600000,174,0
2025-11-21T18:10:00+05:30,1763728800000,600000,174,63
2025-11-21T18:10:00+05:30,1763728800000,600000,174,15
2025-11-21T18:10:00+05:30,1763728800000,600000,174,19
2025-11-21T18:10:00+05:30,1763728800000,600000,174,0
2025-11-21T18:10:00+05:30,1763728800000,600000,174,0
2025-11-21T18:10:00+05:30,1763728800000,600000,174,0
2025-11-21T18:10:00+05:30,1763728800000,600000,174,19
2025-11-21T18:10:00+05:30,1763728800000,600000,174,0
2025-11-21T18:10:00+05:30,1763728800000,600000,174,0
2025-11-21T18:10:00+05:30,1763728800000,600000,174,0
2025-11-21T18:10:00+05:30,1763728800000,600000,174,0
2025-11-21T18:10:00+05:30,1763728800000,600000,174,0
