ts_iso,ts,public_count,S_mood
2025-11-21T12:45:00+05:30,1763709300000,0,0.0
2025-11-21T12:30:00+05:30,1763708400000,0,0.0
2025-11-21T05:30:00+05:30,1763683200000,0,0.0
2025-11-21T05:30:00+05:30,1763683200000,0,0.0
2025-11-21T16:10:00+05:30,1763721600000,0,-3.714757499380562e-05
2025-11-21T14:30:00+05:30,1763715600000,0,-1.1437828950974321e-05
2025-11-20T05:30:00+05:30,1763596800000,0,-2.9515614187580404e-07
2025-11-20T17:30:00+05:30,1763640000000,0,-9.703503799307815e-06
2025-11-21T16:15:00+05:30,1763721900000,0,0.002037309531071146
2025-11-20T05:30:00+05:30,1763596800000,0,-0.00010989958468514733
2025-11-21T16:15:00+05:30,1763721900000,0,0.024556264040602852
2025-11-20T05:30:00+05:30,1763596800000,0,-0.000109899597799143
2025-11-20T05:30:00+05:30,1763596800000,0,-0.00010989958043707522
2025-11-21T14:30:00+05:30,1763715600000,0,-0.008641126675736032
2025-11-21T14:30:00+05:30,1763715600000,0,-0.008641126675736032
2025-11-20T17:30:00+05:30,1763640000000,0,-0.0004914944563431948
2025-11-21T16:15:00+05:30,1763721900000,0,0.024556488501383752
2025-11-21T16:15:00+05:30,1763721900000,0,0.02455725337909111
2025-11-21T14:30:00+05:30,1763715600000,0,-0.00864099449928804
2025-11-20T17:30:00+05:30,1763640000000,0,-0.0004914950498806085
2025-11-21T16:15:00+05:30,1763721900000,0,0.024556264040602852
2025-11-20T17:30:00+05:30,1763640000000,0,-0.0004914949950182336
2025-11-20T17:30:00+05:30,1763640000000,0,-0.0004914949950182336
2025-11-20T05:30:00+05:30,1763596800000,0,-0.00010989958043707522
2025-11-20T05:30:00+05:30,1763596800000,0,-0.00010989960997268403
2025-11-20T17:30:00+05:30,1763640000000,0,-0.0004914949950182336
2025-11-21T14:30:00+05:30,1763715600000,0,-0.00864099449928804
2025-11-21T16:15:00+05:30,1763721900000,0,0.024556562012673356
2025-11-21T14:30:00+05:30,1763715600000,0,-0.008641097297805938
2025-11-21T16:10:00+05:30,1763721600000,0,6.647647275010614e-06
2025-11-21T14:30:00+05:30,1763715600000,0,1.272668140405569e-05
2025-11-20T17:30:00+05:30,1763640000000,0,-1.8305741330614183e-05
2025-11-20T05:30:00+05:30,1763596800000,0,6.840308816926927e-07
2025-11-21T16:15:00+05:30,1763721900000,0,0.0020457253140722578
2025-11-20T17:30:00+05:30,1763640000000,0,-0.0004914916673257302
2025-11-20T05:30:00+05:30,1763596800000,0,-0.000109899330016863
2025-11-20T17:30:00+05:30,1763640000000,0,-0.0004914914396190003
2025-11-20T05:30:00+05:30,1763596800000,0,-0.00010989925981485476
2025-11-21T14:30:00+05:30,1763715600000,0,-0.008640304198035574
2025-11-21T14:30:00+05:30,1763715600000,0,-0.008640266927461074
2025-11-21T16:15:00+05:30,1763721900000,0,0.024542016235661643
2025-11-21T16:15:00+05:30,1763721900000,0,0.024541735398820076
2025-11-20T05:30:00+05:30,1763596800000,0,-0.00010989930785362132
2025-11-21T14:30:00+05:30,1763715600000,0,-0.008640303452291323
2025-11-21T16:15:00+05:30,1763721900000,0,0.024541869184629483
2025-11-20T17:30:00+05:30,1763640000000,0,-0.0004914917762792265
2025-11-21T16:15:00+05:30,1763721900000,0,6.666781300519589e-06
2025-11-21T14:30:00+05:30,1763715600000,0,8.210053460529331e-06
2025-11-20T17:30:00+05:30,1763640000000,0,1.243525596229817e-06
2025-11-20T05:30:00+05:30,1763596800000,0,-7.293456538206425e-07
2025-11-21T16:20:00+05:30,1763722200000,0,-0.0008701950460994257
2025-11-21T16:20:00+05:30,1763722200000,0,-2.1127456352177008e-05
2025-11-21T16:20:00+05:30,1763722200000,0,0.00016797936944946978
2025-11-21T16:20:00+05:30,1763722200000,0,0.0001678799849469415
2025-11-21T16:20:00+05:30,1763722200000,0,0.00016797936944946978
2025-11-21T16:20:00+05:30,1763722200000,0,-6.956187865833891e-06
2025-11-21T16:20:00+05:30,1763722200000,0,0.0072113455171877484
2025-11-21T16:20:00+05:30,1763722200000,0,0.0072158659854916
2025-11-21T16:20:00+05:30,1763722200000,0,8.185355128474945e-05
2025-11-21T16:20:00+05:30,1763722200000,0,0.00721564123498932
2025-11-21T16:20:00+05:30,1763722200000,0,0.007211388726439399
2025-11-21T16:25:00+05:30,1763722500000,0,-0.002071451188599771
2025-11-21T16:25:00+05:30,1763722500000,0,-0.0010356748001124176
2025-11-21T16:25:00+05:30,1763722500000,0,4.85303453493247e-06
2025-11-21T16:25:00+05:30,1763722500000,0,-0.0012043692218573073
2025-11-21T16:25:00+05:30,1763722500000,0,4.8530054564850655e-06
2025-11-21T15:30:00+05:30,1763719200000,0,1.7357795227748173e-06
2025-11-21T15:30:00+05:30,1763719200000,0,0.00017012441100222204
2025-11-21T16:25:00+05:30,1763722500000,0,0.0001888783651437492
2025-11-21T16:25:00+05:30,1763722500000,0,0.00046559453174166405
2025-11-21T16:25:00+05:30,1763722500000,0,-0.0011523711083092124
2025-11-21T16:25:00+05:30,1763722500000,0,0.0005467029835566172
2025-11-21T15:30:00+05:30,1763719200000,0,7.378344209797955e-06
2025-11-21T15:30:00+05:30,1763719200000,0,-0.0032426604565304936
2025-11-21T15:30:00+05:30,1763719200000,0,-0.0032426601766566217
2025-11-21T15:30:00+05:30,1763719200000,0,0.0001922376829437209
2025-11-21T15:30:00+05:30,1763719200000,0,7.378319125050498e-06
2025-11-21T16:25:00+05:30,1763722500000,0,0.00018887663868414844
2025-11-21T16:25:00+05:30,1763722500000,0,-0.0010362879168268537
2025-11-21T15:30:00+05:30,1763719200000,0,-0.003242646469081053
2025-11-21T15:30:00+05:30,1763719200000,0,-0.0032429195229387088
2025-11-21T15:30:00+05:30,1763719200000,0,0.00018775494998966996
2025-11-21T15:30:00+05:30,1763719200000,0,-1.8804009423222768e-06
2025-11-21T16:30:00+05:30,1763722800000,0,0.00018887663868414844
2025-11-21T16:30:00+05:30,1763722800000,0,6.371631075944338e-05
2025-11-21T16:30:00+05:30,1763722800000,0,0.00018879616432002574
2025-11-21T16:30:00+05:30,1763722800000,0,-4.1309505075537966e-05
2025-11-21T16:30:00+05:30,1763722800000,0,-0.00025314353019818895
2025-11-21T16:30:00+05:30,1763722800000,0,0.0005480531900305766
2025-11-21T16:30:00+05:30,1763722800000,0,-0.00025398269167620295
2025-11-21T16:30:00+05:30,1763722800000,0,5.44143439987355e-05
2025-11-21T16:30:00+05:30,1763722800000,0,-0.0007291089220484154
2025-11-21T16:30:00+05:30,1763722800000,0,0.0001293118054977927
2025-11-21T16:30:00+05:30,1763722800000,0,-0.0012814362744297898
2025-11-21T16:35:00+05:30,1763723100000,0,5.879057210188181e-05
2025-11-21T16:35:00+05:30,1763723100000,0,-0.0001850046485539765
2025-11-21T16:35:00+05:30,1763723100000,0,0.00014745050338631137
2025-11-21T16:35:00+05:30,1763723100000,0,2.1829461262746376e-05
2025-11-21T16:35:00+05:30,1763723100000,0,-0.00025383148710069907
2025-11-21T16:35:00+05:30,1763723100000,0,9.997106511698402e-06
2025-11-21T16:35:00+05:30,1763723100000,0,2.1762847891996424e-05
2025-11-21T16:35:00+05:30,1763723100000,0,2.181659615933604e-05
2025-11-21T16:35:00+05:30,1763723100000,0,-0.0016245363750629273
2025-11-21T16:35:00+05:30,1763723100000,0,0.0006616706968504715
2025-11-21T16:35:00+05:30,1763723100000,0,-0.0001498020849287103
2025-11-21T16:40:00+05:30,1763723400000,0,0.00015807266913982248
2025-11-21T16:40:00+05:30,1763723400000,0,8.27669759589929e-06
2025-11-21T16:40:00+05:30,1763723400000,0,4.721457813959844e-05
2025-11-21T16:40:00+05:30,1763723400000,0,0.0007532217414324594
2025-11-21T16:40:00+05:30,1763723400000,0,4.274342152457882e-05
2025-11-21T16:40:00+05:30,1763723400000,0,-0.0005717390448276001
2025-11-21T16:40:00+05:30,1763723400000,0,0.0011103028673737044
2025-11-21T16:40:00+05:30,1763723400000,0,-0.0003706170430446013
2025-11-21T16:40:00+05:30,1763723400000,0,0.0015817396967533176
2025-11-21T16:40:00+05:30,1763723400000,0,4.128627858946152e-06
2025-11-21T16:40:00+05:30,1763723400000,0,0.0012815292485360062
2025-11-21T16:45:00+05:30,1763723700000,0,0.00015797856307819166
2025-11-21T16:45:00+05:30,1763723700000,0,2.1695182818924744e-05
2025-11-21T16:45:00+05:30,1763723700000,0,0.00015800387511144567
2025-11-21T16:45:00+05:30,1763723700000,0,-0.0005717620794163043
2025-11-21T16:45:00+05:30,1763723700000,0,2.176158907530154e-05
2025-11-21T16:45:00+05:30,1763723700000,0,0.0019679022865913614
2025-11-21T16:45:00+05:30,1763723700000,0,0.0039331308242581756
2025-11-21T16:45:00+05:30,1763723700000,0,0.0023457620642265407
2025-11-21T16:45:00+05:30,1763723700000,0,0.0036214010991957907
2025-11-21T16:45:00+05:30,1763723700000,0,2.1761654219895672e-05
2025-11-21T16:45:00+05:30,1763723700000,0,0.0017740237088240797
2025-11-21T16:50:00+05:30,1763724000000,0,-9.466618784000325e-05
2025-11-21T16:50:00+05:30,1763724000000,0,-0.0001240671066942713
2025-11-21T16:50:00+05:30,1763724000000,0,0.0016068676711745074
2025-11-21T16:50:00+05:30,1763724000000,0,-9.174967692259231e-05
2025-11-21T16:50:00+05:30,1763724000000,0,3.5465543284875255e-06
2025-11-21T16:50:00+05:30,1763724000000,0,0.0037159660889482253
2025-11-21T16:50:00+05:30,1763724000000,0,-0.00024222921531380265
2025-11-21T16:50:00+05:30,1763724000000,0,-9.495890692509883e-05
2025-11-21T16:50:00+05:30,1763724000000,0,1.9004670438321484e-05
